folder,file,out_file,img_w_px,img_h_px,px_per_m_x,px_per_m_y,px_per_m_used,crop_side_px_requested,crop_side_px_used,approx_ground_side_m,height_m,focal_mm_default,focal_mm_used,sensor_w_mm,sensor_h_mm
Camera 5,DSCN8157.JPG,DSCN8157_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8158.JPG,DSCN8158_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8159.JPG,DSCN8159_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8160.JPG,DSCN8160_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8161.JPG,DSCN8161_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8162.JPG,DSCN8162_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8163.JPG,DSCN8163_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8164.JPG,DSCN8164_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8165.JPG,DSCN8165_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8166.JPG,DSCN8166_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8167.JPG,DSCN8167_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8168.JPG,DSCN8168_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8169.JPG,DSCN8169_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8170.JPG,DSCN8170_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8171.JPG,DSCN8171_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8172.JPG,DSCN8172_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8173.JPG,DSCN8173_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8174.JPG,DSCN8174_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8175.JPG,DSCN8175_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8176.JPG,DSCN8176_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
Camera 5,DSCN8177.JPG,DSCN8177_c.jpg,4608,3456,1867.099,1898.901,1883.0,1883.0,1883,1.0,2.0,5.0,5.0,6.17,4.55
